,chl_mean,clt_mean,dfe_mean,mlotst_mean,no3_mean,o2_mean,phyc_mean,ph_mean,po4_mean,siconc_mean,sithick_mean,si_mean,salinity_mean,currentdirection_mean,currentvelocity_mean,tas_mean,T_mean,long_deg,lat_deg
0,0.2624805761727343,0.6879714207747706,0.00037409603984008737,59.970224161434004,30.74714367331715,314.0194146994435,1.0893186723065267,7.8859749725734325,2.1512974677068435,0.7179495429283898,0.6425389447827267,100.56572583183504,33.92564770202353,278.7944883552876,0.04912332417773761,-11.21546477907549,-1.544559665226636,-171.74579,-71.23536
1,0.2762237467114654,0.7007054666461751,0.0003596858265787824,59.85277505267033,30.804226383048587,316.8881345217045,1.2075104901106415,7.8879873327896615,2.1550281189831435,0.7011199634076598,0.6926159194522171,101.32527137398297,33.94362334456415,245.0967160782665,0.028569870296218915,-10.87456031616432,-1.5453250761404622,-167.88679,-71.23536
2,0.26949923269317105,0.7049299041769971,0.00035184574882421037,59.74995034965426,30.73161972715929,317.14414977132674,1.1497889303879125,7.887745505559612,2.1500810206393073,0.6585781403443665,0.6601374829452136,100.36433634694747,33.9255977264449,220.29199210772032,0.018883217982820815,-10.437828835141204,-1.5036723771640002,-164.02779,-71.23536
3,0.29277428787224213,0.6985975172419548,0.0003302240072903731,54.61873278168968,30.468033588959337,320.24801752588104,1.3468248541559584,7.890771751733262,2.133489866814755,0.6513366333346957,0.6595299182967246,97.39552874263924,33.887526451018,228.10144470483695,0.014803887150434342,-9.95224506972778,-1.480210144523822,-160.16879,-71.23536
4,0.2976543776597545,0.6949000695411024,0.00032424107391436184,52.79786588221674,30.33963037797694,318.74258856637755,1.4234183621403276,7.889502853001062,2.1249720333395303,0.6373741393867597,0.6285779079682202,95.0666196489213,33.84355650655562,240.27637041524827,0.012910706437490111,-9.455309951204868,-1.4446072780235446,-156.30979,-71.23536
5,0.32140923276466854,0.6965865161282468,0.0003099115183332313,47.258826371114324,30.051053107987443,317.50955515407094,1.5038684568601248,7.887966485269367,2.1059384552498996,0.6153053124984762,0.6015560524203569,89.26914707658901,33.80217421218558,225.86976604539382,0.016021009270336742,-8.951050508320293,-1.354242094841561,-152.45079,-71.23536
6,0.30078542066096975,0.6970798673973395,0.0003023056223478935,28.083521664589796,29.789768054773287,315.35184037576073,1.4331329089681828,7.88686827657753,2.0891579831505784,0.5899192043072705,0.5762243250110892,84.11978366897567,33.7706692509171,237.7274708870059,0.011622733939869007,-8.443680183561128,-1.2992022423567167,-148.59179,-71.23536
7,0.3244642167314167,0.6921437994837674,0.00028677213352914447,13.538374667470642,29.546777956877104,317.6784947910971,1.4885464582871974,7.887322300053281,2.0741033699442646,0.5770574414598738,0.5564218585751668,80.5440887515154,33.72793042891668,231.58009810313408,0.007082816955019659,-8.013792340528482,-1.2659413612925134,-144.73279,-71.23536
8,0.3272047690970631,0.6902125491212479,0.00027045923612604967,27.237494219991582,29.18496745115605,320.2247716347155,1.5095182212575111,7.889357984977281,2.050834630466944,0.5722845972250018,0.5548070732969166,73.71994688807823,33.68737300733402,197.24959882778057,0.02800461186351308,-7.649340391316855,-1.2258195785029653,-140.87379,-71.23536
9,0.1537188024421813,0.5579072620969834,0.0011927201576358356,28.983452064916534,27.11481382096179,354.3370275840265,0.6751639233657333,7.933522439049819,1.934628029602127,0.944349621872163,1.5718464369886425,83.82423029761554,33.17150500719722,10.913618527344626,0.04453673555851178,-11.464628167199749,-1.7564296281239598,-59.83479,-71.23536
10,0.13216338017454407,0.6257194363923683,0.0004370703949432479,38.48608584575221,29.38369298548766,338.5939306597202,0.7271849784379817,7.913275158135165,2.0760982422671317,0.946300552698809,1.3706781080518426,94.72791026647168,33.95665998025529,256.9575972472818,0.01847132027272849,-12.246798014461035,-1.7269719621222175,-55.97579,-71.23536
11,0.17045866995883552,0.6191810849196048,0.0003191808419134141,53.70091001222262,29.31336953834549,337.93381434084927,0.9724248446974421,7.912853893332698,2.076858700680069,0.933436699013066,1.1847866665244922,94.50383237197067,33.8896599036629,250.62214820779394,0.018598248569490265,-12.22118700324313,-1.6887226041721708,-52.11679,-71.23536
