marine_species_richness,PD,co1_genetic_diversity_mean,long_deg,lat_deg,chl_max,chl_mean,chl_min,clt_max,clt_mean,clt_min,currentdirection_max,currentdirection_mean,currentdirection_min,currentvelocity_ltmax,currentvelocity_max,currentvelocity_mean,currentvelocity_min,dfe_max,dfe_mean,dfe_min,kdpar_max,kdpar_mean,kdpar_min,mlotst_max,mlotst_mean,mlotst_min,no3_max,no3_mean,no3_min,o2_max,o2_mean,o2_min,par_mean,par_min,phyc_max,phyc_mean,phyc_min,ph_max,ph_mean,ph_min,po4_max,po4_mean,po4_min,salinity_ltmax,salinity_ltmin,salinity_max,salinity_mean,salinity_min,salinity_range,siconc_max,siconc_mean,siconc_min,sithick_max,sithick_mean,sithick_min,si_max,si_mean,si_min,tas_max,tas_mean,tas_min,terrain_characteristics_aspect,terrain_characteristics_bea_max,terrain_characteristics_bea_mean,terrain_characteristics_bea_min,terrain_characteristics_rug,terrain_characteristics_slope,terrain_characteristics_topo,T_ltmax,T_ltmin,T_max,T_mean,T_min,T_range
44,11.83084374,0.007170548,-171.74579,-71.23536,1.9874859888135117,0.2642220668129914,0.015311189670852241,0.9935420115252366,0.6815969524505544,0.023364441843973727,314.9990494859915,262.5941797772253,0.003692971621875474,0.05254836873211291,0.08361977908502563,0.040988155661682825,0.09466106531200191,0.00048247322624936486,0.00036500357484197093,0.0001021621095220315,0.13144046641083623,0.06014584500348617,0.02389960752064791,172.07545669580958,65.83244107014323,10.52888584136963,32.40694982054049,31.03613035651085,26.94457994816027,363.9022117815734,313.01568170634954,284.8898256932821,37.450931969164415,6.244392470443319,9.28547752341088,1.2568156567488995,0.046629994335312744,8.060793517174968,8.003031926803924,7.985735849715631,2.241347300143795,2.167621230678449,1.9400639338721353,34.35622547717822,33.34306877694614,34.43562639663134,34.05056953006383,33.00601029734819,1.4296160992831517,0.9572686412580678,0.7319213595566765,0.0,1.3343535293357607,0.6824070881304852,0.0,109.84120072436531,103.70047759686146,90.4374527256817,-0.32463077677545016,-12.067131068470758,-25.60004585638714,10.92093650537811,-3994.0,-3936.97216796875,-3883.0,66.34725952148438,0.9331075969144909,6.854278564453125,-0.7110443215009575,-1.9042806089446147,-0.12785905941732054,-1.6027503066185538,-1.9772252425416907,1.8493661831243702
43,11.83084374,0.007170548,-167.88679,-71.23536,2.2053678613599175,0.27895152810450236,0.015232357609068653,0.9611209191828605,0.6939777994161881,0.022562907572141983,350.232528272168,253.70170894824437,20.38123533457986,0.04743860621601544,0.08386647553015789,0.02493186801494426,0.0390420456183867,0.0004792412061614021,0.0003585705771770929,8.377974666598529e-05,0.11621001851454844,0.06299822431517564,0.02403647896550885,167.18951170190064,64.66162907164642,10.528885841369629,32.429066517921505,31.001045522314033,26.869489607976345,358.70285242543747,315.9515574565919,289.28260501759746,29.998841285883987,7.9320705378061085,10.692942089148717,1.3175102740618185,0.04590781699661087,8.049128232037758,8.004799320279133,7.986430705080712,2.2429741191976578,2.1662670861187574,1.9575924662944515,34.362176625372896,33.34052717223956,34.42089200924304,34.04736616166009,32.927181243896484,1.493710765346556,0.9568887447222576,0.727963624713751,0.0,1.7284846576317163,0.7427423996822841,0.0,110.40940164580239,104.05431276608535,88.96899696060547,-0.318117740128514,-11.78677171204771,-25.884170727397333,141.20117908872325,-4103.0,-4093.388916015625,-4084.0,21.0555419921875,0.32079429798453146,-12.93060302734375,-0.8477084872335537,-1.9255438042816613,-0.017505103439533373,-1.6201177406226104,-2.0,1.9886359100069253
44,12.65038116,0.007498695,-164.02779,-71.23536,1.8911046595381522,0.27083607372828294,0.01505185513857048,0.9602104968313228,0.6983518348842873,0.023357790398043796,316.2265674298468,218.12808694315035,20.045739407649492,0.04385976152847174,0.07845925658361673,0.016475564955511637,0.09148609455640255,0.00048444551624365087,0.00035407904583242605,8.431639302801089e-05,0.14448591908835046,0.07246510475035635,0.023899609223008156,168.19868650707087,63.474431086355274,10.528885841369627,32.409697176576266,30.921361097184317,27.189800635837262,358.81731005690045,315.5762313797742,283.05435251998347,32.604840647858,6.933047932032814,8.969977067089047,1.252534142955012,0.04459117899217145,8.047815806667538,8.005404594418943,7.984336899240135,2.2414414467966983,2.1615658787662486,1.9600255798332984,34.34156127133934,33.347391318424094,34.376668315430834,34.02753939479109,32.84124594257937,1.535422372851464,0.9560817827777067,0.6936476151299454,0.0,1.3911137335491133,0.7139520350706895,0.0,109.73327557276733,102.8674429081369,87.26331719525649,-0.3670152388509109,-11.387080528134732,-25.584965450322755,216.26982769870762,-4172.0,-4160.611328125,-4153.0,14.48956298828125,0.2288251386708545,5.52410888671875,-0.5217719400496204,-1.9233375828971833,0.12560070785668762,-1.5829154415371554,-2.0,2.137619550804808
44,12.65038116,0.007498695,-160.16879,-71.23536,1.9638146578408147,0.29393962297430687,0.015424142731962052,0.9628378644377331,0.6931229986562812,0.031615720108018566,328.7977903186429,227.0641902507796,22.900472621854345,0.04527056859816516,0.07274387922016756,0.011902910875575686,0.09340285071377864,0.00048282111366437677,0.00033471327222238357,7.600992867049212e-05,0.12016530143203388,0.06739121303885723,0.02413089425809577,169.08188249029237,58.920444636988854,10.528885841369629,32.419345934252256,30.67188380836607,26.814025567014355,359.4882958301283,318.8997237009283,288.2661182030503,31.006588199812263,6.50825180806197,9.133352978713749,1.3206177334428597,0.04504629025417435,8.049742569280863,8.00910648815673,7.9855902330595665,2.2421933885959233,2.146631834405353,1.945843577801875,34.30716490383693,33.39519688269738,34.34332219666433,33.98526993686823,32.927950153551244,1.4153720431130878,0.9596605983351922,0.693802673646242,0.0,1.3784423217179274,0.7202266533516232,0.0,110.11998869709782,99.72314800007202,76.79081319784056,-0.25005620352953883,-10.962065153594494,-25.171638901745666,224.83686992155313,-4308.0,-4305.361328125,-4303.0,4.4132080078125,0.08174826602794247,1.76025390625,-0.5584071944487895,-1.9094058440687416,-0.032616664370831855,-1.5797600670961425,-1.9761497918413176,1.9435331274704857
45,12.65038116,0.007498695,-156.30979,-71.23536,1.9561229164341989,0.29837769089013205,0.01572636301086332,0.9690802232131576,0.688964111529281,0.034841461289375056,291.2022472707498,240.24338391483985,36.45540526589469,0.04659992380784253,0.09187665327228553,0.009717846419594386,0.08863969417190619,0.00048413892300038706,0.00032860880413122367,7.159123778496709e-05,0.11951887213644605,0.06606979453668943,0.02625028160571868,141.8507993445231,59.9534302766808,10.528885841369627,32.42080389750071,30.534802666153492,26.66343395600174,361.10774206388305,318.43930753919585,285.38335937363064,33.85090619412728,6.747571932354295,10.339336290607434,1.3511632685298198,0.04749976676898964,8.051014229476301,8.009731490646328,7.985995467080121,2.2422779170916485,2.137651519582189,1.937167597348793,34.26153860077621,33.382381894080474,34.315962957003705,33.943389667017286,32.98477277418754,1.3311901828161652,0.9630933992428042,0.6873152626876173,0.0,1.3033959012263656,0.7031120804465949,0.0,110.02261949941699,97.1560553467272,68.3297193189149,-0.15791440622018627,-10.534313988109943,-24.744740153873693,300.2676034103626,-4363.0,-4353.52783203125,-4341.0,10.3021240234375,0.234017663712602,-0.8924560546875,-0.5708589171054512,-1.9064817164429062,-2.887402185647802e-05,-1.570747643911416,-2.0,2.0019781345735774
44,12.65038116,0.007498695,-152.45079,-71.23536,2.165070807252902,0.3215778477751988,0.016059123780623928,0.9635838277096106,0.6907078478983227,0.04120235447454181,266.83319720248016,224.55673765735838,25.153241067521964,0.0349268211050209,0.07908797067532403,0.01251692013328827,0.08513809144083086,0.000489647170802565,0.0003165131492607969,7.24415365142514e-05,0.1730486173632028,0.0689495168044332,0.023909130357711212,137.50443018667733,63.48830023547754,10.528885841369629,32.37968909016928,30.26508703131369,26.42836244375066,359.24313144606896,317.4537314398823,277.0225787569501,35.88485846163679,7.700733641527945,9.78473208295583,1.4199324243427152,0.049904558473924644,8.048116947388145,8.010689465555034,7.9845745542075806,2.2390072900278524,2.119347931179942,1.904796674421156,34.19191515892057,33.30573047785726,34.243976977669426,33.89101844112325,33.020713211383864,1.2232637662855623,0.9589413927928073,0.6733931469520965,0.0,1.228707071155021,0.6813170407031056,0.0,108.55884477128491,91.21568703261754,59.2345764279827,-0.2681363445413467,-10.09219206739158,-23.997004761501387,52.29183829184822,-4323.0,-4314.0,-4303.0,7.6632080078125,0.07271404119450631,6.34375,-0.3890082070916554,-1.9054797928629832,0.48179289784323365,-1.536166603917378,-1.9459499290398055,2.427742826883039
38,12.21879219,0.005759863,-148.59179,-71.23536,1.7439525370250453,0.3006428092053399,0.01639515439048907,0.9553746728763798,0.693018334944942,0.029945626675022093,298.26312330549007,238.1141390894678,45.11074550941477,0.054445490942187175,0.10668128453392542,0.008938656818412036,0.133108498816496,0.0004896490089377144,0.0003109833176722504,7.496293860267737e-05,0.11306961700885475,0.06788931449238829,0.02457867034454978,151.46019394877928,62.290275984036676,10.528885841369627,32.264762631975536,30.028960641179033,26.31738012542161,358.23575597377663,315.2103177357965,276.0909400991294,32.85996642360703,7.657182860546262,8.139358666227265,1.3378277980936708,0.048636793516752416,8.048107296995394,8.01052982208989,7.981556977668129,2.230896407984894,2.103749186095547,1.9144516807362701,34.14875571003372,33.27697113644637,34.233359036880216,33.849525539227315,32.85553457864916,1.3778244582310535,0.9620053547762791,0.6552112154965473,0.0,1.2093737498385464,0.6651272602908934,0.0,105.41672869094893,85.96702393583031,56.28322893852322,-0.4772324674767674,-9.644698278482792,-23.092322514108616,294.9847309912945,-4261.0,-4255.75,-4250.0,5.00341796875,0.12864151777378033,-2.4549560546875,-0.40517527665793224,-1.9099489752391017,0.5735074607815128,-1.5334351530547992,-1.9555033492234006,2.5290108100049133
38,11.76628828,0.00616578,-144.73279,-71.23536,1.837580913726103,0.32500078405468774,0.017092458398955703,0.9608833668332902,0.6876264320589962,0.09696802674683493,234.0127561126027,51.718803497966405,4.657977515300362,0.07048037654702818,0.11520524052875993,0.008530293008383096,0.09570684790325672,0.00048671369254754335,0.0002958540118056188,7.138416082957486e-05,0.12238372952974894,0.06521334971673926,0.02390191614745492,140.31508512412944,60.08869376133019,10.528885841369629,32.193381779336086,29.788496425183823,25.676448527845025,358.66612795226115,317.71140669698775,274.2670877176302,32.77574684822013,7.578639718898233,8.978581538731031,1.429568299287262,0.051381763317094306,8.048760060529093,8.012818064748638,7.9821093883454,2.2256657745851443,2.0885249543766453,1.8739504344456703,34.11990501470111,33.193253184254104,34.21895659194739,33.809486008479276,32.71773885772453,1.5012177342228625,0.9639204756473823,0.6499019952227861,0.0,1.2100537131344518,0.6576301799377425,0.0,103.13380680724752,82.39137181676873,52.108342118462645,-0.4508089571742744,-9.257935283805637,-23.20519168278682,72.38799602515121,-4370.0,-4367.52783203125,-4364.0,3.87841796875,0.12641742515245102,-1.045166015625,-0.4106394562433907,-1.9137055796214408,0.32310935388096473,-1.52904960113505,-1.979693954989472,2.3028033088704367
37,11.64032127,0.006286397,-140.87379,-71.23536,1.9135066408935286,0.32940611033273404,0.01904830409899496,0.9434784096381725,0.687553905508901,0.10581515048262714,213.31181189354274,193.22803349274704,55.02112137475839,0.03306094449103893,0.06589995350119834,0.026386831484465,0.10824353600486941,0.00046991567858759866,0.0002791528095205552,7.093358060811555e-05,0.12477277592678034,0.0669949715192619,0.030033734387317594,132.6219795852817,54.949681684063684,10.528885841369629,31.896163939736983,29.420793708405046,25.23918175199449,358.7396245000148,320.4833852235604,276.322911570244,38.534428415011874,7.4415608883902,8.96422367501178,1.4241985978048957,0.056285242093292324,8.049562440109876,8.015283333231322,7.983591892811484,2.2054078853214762,2.064690122289192,1.8414183302845224,34.10216696771196,33.151114488523305,34.18842480219375,33.76799977562461,32.655306136773355,1.533118665420396,0.9595830662242856,0.6460995141199602,0.0,1.1407877568701856,0.6466123082835612,0.0,95.26599021691331,75.57043855679929,47.447788813466246,-0.3840062293859319,-8.91887175838633,-23.71498683859079,36.43726410431668,-4343.0,-4341.08349609375,-4338.0,6.66680908203125,0.00728990403012716,-6.66680908203125,-0.40888043674800784,-1.9070969126323039,0.32408555898346725,-1.519378660958192,-1.9438834698917205,2.2679690288751875
34,11.39051555,0.004906537,-59.83479,-71.23536,2.232830732805118,0.15421107492999467,0.03365725237395302,0.8767870822128535,0.5527883346986596,0.0441537557744915,329.3637290117874,12.446626002548225,4.951546238263278,0.07056708761719994,0.141524231879704,0.041028605711284305,0.022922068360574983,0.0029515328317299065,0.0011492949601355031,0.0006622245129068461,0.04414903477927514,0.033928066295153644,0.024120325374263965,297.61514045422626,38.027796798710746,10.528885841369629,30.341116430703725,28.76281551347493,24.161824104039244,386.90319709833204,345.13905280502007,321.6238576912448,,,9.927918139557326,0.6793629343133222,0.10903342824708924,8.126465367219907,8.042556470186522,8.012556639418715,2.147239567517006,2.0473115680808376,1.7721302382814217,34.53463731923898,31.744663443721603,34.6984861970777,33.48384633000635,30.818722459479744,3.879763737597955,0.9938069113599414,0.9592577124503768,0.5180968071542733,2.649733776197877,1.7800055809728699,0.7215998379557359,102.33123828132253,94.25617397097409,77.79069471466319,-1.4450403002650205,-13.043885417390527,-24.45396634287269,83.52245434686643,-201.0,-197.0,-193.0,6.46875,0.2487915911626757,0.53125,-1.7574715868961173,-1.8901436244429803,-1.7053740219762117,-1.831832676062695,-1.8946739206286451,0.18929989865243346
